,address,roadName,latitude,longitude
94,Djitsun Mall,BEDOK NORTH STREET 1,1.326053199,103.92960459999999
95,Fajar Shopping Centre,FAJAR ROAD,1.384005825,103.77102959999999
96,Greenridge Shopping Centre,JELAPANG ROAD,1.385417687,103.7662355
97,Greenwich V,SELETAR ROAD,1.3876033019999998,103.86942359999999
98,Heartland Mall,HOUGANG STREET 21,1.359544509,103.8851691
99,Hillion Mall,PETIR ROAD,1.378498681,103.76302290000001
100,HillV2,HILLVIEW RISE,1.363550958,103.76423609999999
101,Hougang 1,HOUGANG STREET 91,1.375667283,103.8794503
102,Hougang Green Shopping Mall,HOUGANG STREET 51,1.379317835,103.88784709999999
103,Hougang Mall,HOUGANG AVENUE 10,1.3724367830000002,103.89372390000001
104,Junction 10,WOODLANDS ROAD,1.380605125,103.7600416
105,Junction 9,YISHUN AVENUE 9,1.433031982,103.8416008
106,Keat Hong Shopping Centre,CHOA CHU KANG AVENUE 1,1.377439635,103.7443832
107,Limbang Shopping Centre,CHOA CHU KANG STREET 51,1.392242406,103.74319100000001
108,Lot One,CHOA CHU KANG AVENUE 4,1.385111549,103.7450362
109,Marsiling Mall,WOODLANDS STREET 12,1.433512535,103.7797469
110,NEX,SERANGOON CENTRAL,1.3506755209999999,103.87186159999999
111,North East,KALLANG WAY,1.323591237,103.87881209999999
112,North West,SOUTH WOODLANDS DRIVE,1.435044948,103.7868262
113,Northpoint City,NORTHPOINT DRIVE,1.4280358519999998,103.8360921
114,Oasis Terraces,PUNGGOL DRIVE,1.402634601,103.91327059999999
115,Punggol Plaza,PUNGGOL FIELD,1.394184094,103.9129764
116,Rail Mall,UPPER BUKIT TIMAH ROAD,1.3578992890000001,103.7680281
117,Rivervale Mall,RIVERVALE CRESCENT,1.3922173269999998,103.90447309999999
118,Rivervale Plaza,RIVERVALE DRIVE,1.385371516,103.90184959999999
119,Sembawang Shopping Centre,SEMBAWANG ROAD,1.4418532530000001,103.8248324
120,Sun Plaza,SEMBAWANG DRIVE,1.4482265380000001,103.8194621
121,Sunshine Place,CHOA CHU KANG AVENUE 3,1.377897277,103.73901550000001
122,Teck Whye Shopping Centre,TECK WHYE LANE,1.380047726,103.7524646
123,The Midtown,UPPER SERANGOON ROAD,1.37047941,103.8951285
124,The Seletar Mall,SENGKANG WEST AVENUE,1.391393061,103.87606770000001
125,Upper Serangoon Shopping Centre,UPPER SERANGOON ROAD,1.353480883,103.8788284
126,Waterway Point,PUNGGOL CENTRAL,1.4064261630000001,103.90223809999999
127,West Mall,BUKIT BATOK CENTRAL LINK,1.3501891659999998,103.749022
128,Wisteria Mall,YISHUN RING ROAD,1.417999263,103.8412365
129,Woodlands Mart,WOODLANDS AVENUE 6,1.44564787,103.7981623
130,Yew Tee Point,CHOA CHU KANG NORTH 6,1.3970843240000002,103.74659799999999
131,Yew Tee Square,CHOA CHU KANG STREET 62,1.3980473619999998,103.7470848
132,Alexandra Retail Centre,ALEXANDRA ROAD,1.2738426390000002,103.801375
133,HarbourFront Centre,MARITIME SQUARE,1.2637968290000001,103.820219
134,VivoCity,HARBOURFRONT WALK,1.264394681,103.82180859999998
135,321 Clementi,CLEMENTI AVENUE 3,1.3120249179999999,103.7649605
136,Alexandra Central,ALEXANDRA ROAD,1.287456124,103.8054147
137,Anchorpoint,ALEXANDRA ROAD,1.28893478,103.8056078
138,Big Box,VENTURE AVENUE,1.331832698,103.7448792
139,Boon Lay Shopping Centre,BOON LAY PLACE,1.346373764,103.7124728
140,Fairprice Hub,BENOI ROAD,1.325617678,103.6784097
141,Gek Poh Shopping Centre,JURONG WEST STREET 75,1.3487440030000002,103.6982988
142,Grantral Mall,MACPHERSON ROAD,1.333722109,103.8875308
143,IMM,JURONG EAST STREET 21,1.334917588,103.74687709999999
144,JCube,JURONG EAST CENTRAL 1,1.333237851,103.74019129999999
145,Jem,JURONG GATEWAY ROAD,1.333054519,103.74343370000001
146,Jurong Point,JURONG WEST CENTRAL 2,1.339452004,103.706685
147,Pioneer Mall,JURONG WEST STREET 61,1.341591087,103.69702009999999
148,Queensway Shopping Centre,QUEENSWAY,1.287617926,103.8033911
149,Rochester Mall,ROCHESTER DRIVE,1.305317927,103.7885239
150,Taman Jurong Shopping Centre,YUNG SHENG ROAD,1.334844875,103.720462
151,The Clementi Mall,COMMONWEALTH AVENUE WEST,1.315496754,103.76457020000001
152,The Star Vista,VISTA EXCHANGE GREEN,1.30697044,103.7884203
153,Tiong Bahru Plaza,TIONG BAHRU ROAD,1.2864712,103.8271583
154,West Coast Plaza,WEST COAST ROAD,1.303742583,103.7660929
